wid,practice,image,kind,rt,response
wc1bbd5c,False,ranch/sun_ajrpvgxcgeblwooh,new,723.0,new
wc1bbd5c,False,garage/sun_dfvgejtxiljzbywb,old,653.0,old
wc1bbd5c,False,footballfield/sun_aegayohtofbvbdoa,old,757.0,old
wc1bbd5c,False,street/sun_aaeluqrkikjbtquv,new,764.0,new
wc1bbd5c,False,river/sun_atesawsfypjpyefy,old,899.0,old
wc1bbd5c,False,musuem/sun_aspbwvercyqvrrkn,old,833.0,old
wc1bbd5c,False,airport/sun_aojbxgadgjyajeaw,old,746.0,old
wc1bbd5c,False,theater/sun_ahtaknlqeslujgbq,old,556.0,new
wc1bbd5c,False,auditorium/sun_amnlhuknqqtssrhl,old,858.0,old
wc1bbd5c,False,forest/sun_augxrcssyuvvueda,new,930.0,new
wc1bbd5c,False,sky/sun_aboqqlnpqcqfghfo,old,864.0,old
wc1bbd5c,False,volcano/sun_axyqizdexdgrtfie,old,745.0,old
wc1bbd5c,False,shoppingmall/sun_ayhhurcrocmglxyx,old,680.0,new
wc1bbd5c,False,campsite/sun_akmknzqdbcxpznth,old,548.0,new
wc1bbd5c,False,house/sun_aangbuylfvckqqoo,old,979.0,old
wc1bbd5c,False,shoppingmall/sun_avicxzccipgymejx,new,678.0,new
wc1bbd5c,False,greenhouse/sun_bmzsunjewvlfjojq,new,924.0,new
wc1bbd5c,False,roof/sun_aqxzijexicadnjja,new,621.0,new
wc1bbd5c,False,computerroom/sun_azkmsfiuzzekamsy,new,490.0,new
wc1bbd5c,False,pool/sun_aelfhlyhvuglfcha,old,573.0,new
wc1bbd5c,False,beach/sun_abylvpgvhrpaxgnk,new,491.0,new
wc1bbd5c,False,greenhouse/sun_aahkpmrwfcwqyfcf,old,458.0,new
wc1bbd5c,False,tenniscourt/sun_auqykplyynyhxcas,new,1364.0,new
wc1bbd5c,False,airport/sun_aqogketumcqznmzs,new,636.0,new
wc1bbd5c,False,restaurant/sun_adozleohzzjtcftc,old,453.0,new
wc1bbd5c,False,underwater/sun_aojrtoikxmtgzchi,old,861.0,old
wc1bbd5c,False,pool/sun_amnkmeojepioccty,new,1005.0,new
wc1bbd5c,False,computerroom/sun_aknbqkyjmltzjpuf,old,1117.0,old
wc1bbd5c,False,temple/sun_ailcfqxmknysbavu,new,747.0,new
wc1bbd5c,False,house/sun_afejjgypgnszvwza,new,638.0,new
wc1bbd5c,False,laundryroom/sun_aamwlajirwqjrbun,new,531.0,new
wc1bbd5c,False,vineyard/sun_aicvecccjhfzcjnt,old,780.0,old
wc1bbd5c,False,tenniscourt/sun_arhfignuhjkxcmvk,old,827.0,old
wc1bbd5c,False,street/sun_aadhshmrjrbucdky,old,974.0,old
wc1bbd5c,False,downtown/sun_aljrvcabwnwkorml,old,790.0,new
wc1bbd5c,False,garage/sun_daivjtyepudsqerl,new,938.0,new
wc1bbd5c,False,windmill/sun_acijpcruwskdzwbx,old,780.0,old
wc1bbd5c,False,musuem/sun_akxippvbzxkxmejj,new,702.0,new
wc1bbd5c,False,kitchen/sun_aizcycyyvgfcdnzp,old,733.0,old
wc1bbd5c,False,railway/sun_avugyywnswogxvlh,new,757.0,new
wc1bbd5c,False,ranch/sun_aychrlbscvbnniew,old,605.0,new
wc1bbd5c,False,subway/sun_apgdazdsggmnohcz,old,595.0,old
wc1bbd5c,False,volcano/sun_aacjsxcwmkbgvpmb,new,562.0,new
wc1bbd5c,False,restaurant/sun_agxfoksoiibofpna,new,543.0,new
w14dc52d,True,vineyard/sun_azygdhuijrbfollv,old,1395.0,old
w14dc52d,False,campsite/sun_ahvodfpzghaczear,old,1185.0,old
w14dc52d,False,bookstore/sun_auwghripdoxzluuk,new,982.0,new
w14dc52d,False,underwater/sun_axbjbqawtejfugwt,new,790.0,new
w14dc52d,False,pool/sun_amnkmeojepioccty,new,1144.0,new
w14dc52d,False,theater/sun_arhrqrqrgyhlozgq,old,1031.0,old
w14dc52d,False,house/sun_aacohnpwcrythslq,old,851.0,old
w14dc52d,False,windmill/sun_alrghzshdjgnywto,new,872.0,new
w14dc52d,False,castle/sun_alevmcaohaqqwlic,old,1083.0,old
w14dc52d,False,beach/sun_aatjakozddkxujut,old,699.0,old
w14dc52d,False,airport/sun_axuntpkgfijknxde,new,2118.0,old
w14dc52d,False,temple/sun_apdrdxoeskjgfrbj,old,898.0,old
w14dc52d,False,windmill/sun_aagvxopinmvnjsdt,old,728.0,old
w14dc52d,False,temple/sun_asirkyjruyeentuc,new,781.0,new
w14dc52d,False,street/sun_aadhshmrjrbucdky,new,852.0,new
w14dc52d,False,laundryroom/sun_aenyfwnevttqnhhe,old,732.0,new
w14dc52d,False,kitchen/sun_aibgyrlkgcnwvhxl,old,769.0,old
w14dc52d,False,street/sun_amjwoyuxrszlicsb,old,806.0,old
w14dc52d,False,computerroom/sun_atznfxhjiiugbvxi,new,659.0,new
w14dc52d,False,house/sun_admwlghhtfixlbsf,new,950.0,new
w14dc52d,False,musuem/sun_axbkhklgdaevqxyj,old,735.0,old
w14dc52d,False,river/sun_aiazxjumlgdcrfpn,old,594.0,old
w14dc52d,False,laundryroom/sun_acnrhsgylwftewpq,new,681.0,new
w14dc52d,False,vineyard/sun_agfdrmftdzokxtnc,new,1581.0,new
w14dc52d,False,railway/sun_axeddylwawkspiuo,old,674.0,old
w14dc52d,False,volcano/sun_agobzgvhyhaxalcv,old,655.0,old
w14dc52d,False,forest/sun_almbxcurjahdxery,old,651.0,old
w14dc52d,False,sky/sun_awdlpzaohypbcfjk,old,621.0,old
w14dc52d,False,tenniscourt/sun_auqykplyynyhxcas,old,740.0,new
w14dc52d,False,skiresort/sun_akfvworuwhgwukzv,old,720.0,new
w14dc52d,False,ziggurat/sun_acuzsqtazskbhhve,new,1383.0,new
w14dc52d,False,greenhouse/sun_bmnxsjsqwqcaluzf,old,711.0,old
w14dc52d,False,garage/sun_dmxrwdsmpakdmytc,new,1736.0,old
w14dc52d,False,footballfield/sun_aszinldqqvnpmwfh,new,730.0,new
w14dc52d,False,forest/sun_augxrcssyuvvueda,new,880.0,new
w14dc52d,False,musuem/sun_aqrchpiffnzkysmc,new,848.0,new
w14dc52d,False,gym/sun_aljefikdfqefidfc,new,815.0,new
w14dc52d,False,tower/sun_amsimjdbtzyefqbh,old,696.0,old
w14dc52d,False,skiresort/sun_agpfoakkwrzedbll,new,604.0,new
w14dc52d,False,bookstore/sun_azkcgugtqfaunxwq,old,802.0,old
w14dc52d,False,river/sun_amqajokwdeitilnd,new,2021.0,new
w14dc52d,False,garage/sun_deomonrjnryvglit,old,740.0,old
w14dc52d,False,pool/sun_aahnsyqkaacnevsz,old,1136.0,old
w14dc52d,False,volcano/sun_aetnikjhplqgsznx,new,1245.0,new
w14dc52d,False,beach/sun_abylvpgvhrpaxgnk,new,726.0,new
w14dc52d,False,kitchen/sun_alazdvaixpjtegwg,new,671.0,new
w14dc52d,False,ziggurat/sun_apdphtulomykrqoa,old,712.0,old
w14dc52d,False,subway/sun_abufzioeatuizeoh,old,725.0,old
w14dc52d,False,subway/sun_apsbdxitmzdgpeyn,new,1643.0,new
w14dc52d,False,sky/sun_abbtimwgskvvaeps,new,997.0,new
w14dc52d,False,shoppingmall/sun_aradyzjpmslqqakf,new,1192.0,new
w14dc52d,False,restaurant/sun_ajsstbpxnharlnnf,old,654.0,old
w14dc52d,False,restaurant/sun_adozleohzzjtcftc,new,869.0,new
w14dc52d,False,ranch/sun_adlocewvkpbsaigj,old,788.0,old
w14dc52d,False,roof/sun_airvzklrdchyytiu,old,857.0,new
w14dc52d,False,railway/sun_asgcpxncztcqwiyz,new,866.0,new
w14dc52d,False,footballfield/sun_bxvamckmwplxbzxz,old,724.0,old
w14dc52d,False,downtown/sun_bctdtcqciqgupefg,new,901.0,new
w14dc52d,False,ranch/sun_amqejeymhjlanyvr,new,703.0,new
w14dc52d,False,grocery/sun_ajfkrdilcurxubxd,new,598.0,new
w14dc52d,False,warehouse/sun_aivgpdzlwqiklrwe,new,526.0,new
w14dc52d,False,computerroom/sun_akbfsjykwgllwszc,old,562.0,new
w14dc52d,False,roof/sun_aqhqmhidvlrpfhie,new,621.0,new
w14dc52d,False,warehouse/sun_agdmklchstfjclxg,old,639.0,new
w14dc52d,False,airport/sun_aajqjnzswlmdcmyl,old,729.0,old
w14dc52d,False,theater/sun_alttxbnfjyibouth,new,790.0,new
w14dc52d,False,underwater/sun_asqdtehokuizoxnq,old,702.0,old
w14dc52d,False,downtown/sun_axbzajoxhnjergfp,old,742.0,old
w14dc52d,False,tower/sun_afyekzxxqtpzgqni,new,814.0,new
w14dc52d,False,shoppingmall/sun_addqytasyktafwmq,old,729.0,old
w14dc52d,False,greenhouse/sun_bmkhcqoxkpbmqplr,new,874.0,new
w14dc52d,False,castle/sun_aduovtnrsmdtcpie,new,572.0,new
w14dc52d,False,auditorium/sun_alpteetxpjmjcejm,old,631.0,new
w14dc52d,False,auditorium/sun_ahcmaddzrcfxzuuz,new,557.0,new
w14dc52d,False,grocery/sun_agipdkpovnqrcsgh,old,584.0,old
w14dc52d,False,waterfall/sun_bbvrdmjbnzoaqrmp,new,1877.0,new
w14dc52d,False,tenniscourt/sun_akifkmvcnuzulsxa,new,610.0,new
w14dc52d,False,gym/sun_akecysmtkjijrbqr,old,702.0,old
w14dc52d,False,campsite/sun_agjhcohmxuuaimig,new,849.0,new
w14dc52d,False,waterfall/sun_acijjmbhzvfdnsrt,old,782.0,old
wf94d89d,True,tenniscourt/sun_akifkmvcnuzulsxa,old,1832.0,old
wf94d89d,False,laundryroom/sun_aloupfszgaghffll,new,853.0,new
wf94d89d,False,tenniscourt/sun_ayyvmiocpgbwlgot,new,864.0,new
wf94d89d,False,musuem/sun_asxfpkysdohbethd,old,683.0,old
wf94d89d,False,roof/sun_awyytziajjpreuke,new,718.0,new
wf94d89d,False,shoppingmall/sun_aeqagrktttxaasae,new,866.0,new
wf94d89d,False,theater/sun_augboomebjfniikq,old,574.0,new
wf94d89d,False,auditorium/sun_amnlhuknqqtssrhl,old,655.0,old
wf94d89d,False,beach/sun_aatjakozddkxujut,old,715.0,new
wf94d89d,False,grocery/sun_agipdkpovnqrcsgh,new,840.0,new
wf94d89d,False,warehouse/sun_agdmklchstfjclxg,new,823.0,new
wf94d89d,False,vineyard/sun_aicvecccjhfzcjnt,old,649.0,new
wf94d89d,False,street/sun_aczwveqpgvcxtjxr,old,592.0,old
wf94d89d,False,temple/sun_aiqyivjtsjhjgqur,new,664.0,new
wf94d89d,False,greenhouse/sun_bmkhcqoxkpbmqplr,new,593.0,new
wf94d89d,False,kitchen/sun_avlgzqfdedxwbiei,old,721.0,old
wf94d89d,False,subway/sun_agpnhsuccwnvcjwe,old,800.0,old
wf94d89d,False,skiresort/sun_aczexzwhbzruewdm,new,769.0,new
wf94d89d,False,downtown/sun_bshiuzzrrjsniwbh,old,711.0,old
wf94d89d,False,windmill/sun_aagvxopinmvnjsdt,new,828.0,new
wf94d89d,False,footballfield/sun_aszinldqqvnpmwfh,old,715.0,new
wf94d89d,False,skiresort/sun_aewjqygtlkyracri,old,784.0,old
wf94d89d,False,volcano/sun_abmqyijpgbakeqkm,new,723.0,new
wf94d89d,False,ziggurat/sun_aiqkruqnfbmiiafv,new,706.0,new
wf94d89d,False,ziggurat/sun_amuijzzaceciuwpo,old,841.0,old
wf94d89d,False,pool/sun_aztsporcpcmiibon,old,696.0,old
wf94d89d,False,forest/sun_aoqjnzwgdikwayvw,new,707.0,new
wf94d89d,False,computerroom/sun_adsueslplqfnwvqd,old,785.0,new
wf94d89d,False,underwater/sun_azotfggtynldgbwm,old,806.0,old
wf94d89d,False,beach/sun_aawqdbpihmlbwyyn,new,700.0,new
wf94d89d,False,bookstore/sun_azkcgugtqfaunxwq,old,755.0,old
wf94d89d,False,sky/sun_alpjwwozdavjucpu,old,734.0,old
wf94d89d,False,kitchen/sun_aovnyfewezfmgwke,new,755.0,new
wf94d89d,False,house/sun_afejjgypgnszvwza,new,669.0,new
wf94d89d,False,airport/sun_axyoqqhxaeocbixs,old,713.0,old
wf94d89d,False,shoppingmall/sun_attlobbjfpnyzslo,old,704.0,new
wf94d89d,False,greenhouse/sun_amgolruftenzsoay,old,690.0,new
wf94d89d,False,castle/sun_anlbycxbwyapqbza,new,659.0,new
wf94d89d,False,restaurant/sun_aejvqzvtonxptams,old,691.0,old
wf94d89d,False,river/sun_advruofhmqeyqmbx,old,681.0,old
wf94d89d,False,subway/sun_akifaegxlwcrziyq,new,875.0,new
wf94d89d,False,garage/sun_deomonrjnryvglit,new,696.0,new
wf94d89d,False,campsite/sun_ahvodfpzghaczear,new,1024.0,new
wf94d89d,False,street/sun_aaeryjozzmanouqj,new,698.0,new
wf94d89d,False,restaurant/sun_ajsstbpxnharlnnf,new,649.0,new
wf94d89d,False,tower/sun_asjapgpmkkhijtma,old,668.0,new
wf94d89d,False,volcano/sun_axyqizdexdgrtfie,old,707.0,old
wf94d89d,False,garage/sun_danujvtkymldhxqn,old,683.0,old
wf94d89d,False,waterfall/sun_amyxrbqiudksvqun,old,656.0,old
wf94d89d,False,underwater/sun_alunasorzxjzhjbv,new,1117.0,new
wf94d89d,False,windmill/sun_awjnichhcaunlnrz,old,1363.0,old
wf94d89d,False,ranch/sun_amqejeymhjlanyvr,new,1232.0,new
wf94d89d,False,airport/sun_ammfdrzrfvjsqahx,new,721.0,new
wf94d89d,False,temple/sun_ardesvcosqecvbes,old,708.0,old
wf94d89d,False,laundryroom/sun_abdhkuiitfxcgncb,old,856.0,new
wf94d89d,False,house/sun_aahrslvfecptaudk,old,651.0,new
wf94d89d,False,computerroom/sun_akbfsjykwgllwszc,new,1151.0,new
wf94d89d,False,warehouse/sun_aivgpdzlwqiklrwe,old,662.0,old
wf94d89d,False,bookstore/sun_aibnpvhkdpdnzcnz,new,969.0,new
wf94d89d,False,sky/sun_aboqqlnpqcqfghfo,new,602.0,new
wf94d89d,False,auditorium/sun_ahwuhefoqkvitxnk,new,612.0,new
wf94d89d,False,railway/sun_aprfapnfngmvbixm,old,628.0,old
wf94d89d,False,vineyard/sun_amazvkispkonazvz,new,626.0,new
wf94d89d,False,musuem/sun_aqrchpiffnzkysmc,new,616.0,new
wf94d89d,False,grocery/sun_ajxqnbvuflmzhcig,old,724.0,old
wf94d89d,False,castle/sun_alsmelmsufuoupht,old,682.0,old
wf94d89d,False,roof/sun_aqhqmhidvlrpfhie,old,726.0,old
wf94d89d,False,gym/sun_akhyzejtqpynaepu,old,672.0,old
wf94d89d,False,pool/sun_aelfhlyhvuglfcha,new,713.0,new
wf94d89d,False,campsite/sun_azvxwxzbkknkggng,old,692.0,old
wf94d89d,False,gym/sun_arcsudfqyrphzccy,new,692.0,new
wf94d89d,False,river/sun_atesawsfypjpyefy,new,710.0,new
wf94d89d,False,waterfall/sun_adtiwvbnsxsyohuw,new,746.0,new
wf94d89d,False,forest/sun_abvrazjxgpqhvszy,old,494.0,new
wf94d89d,False,ranch/sun_atkydlwjcpmattts,old,755.0,old
wf94d89d,False,footballfield/sun_afuzusgbewygvixv,new,617.0,new
wf94d89d,False,theater/sun_awkfdodvwaaleezx,new,601.0,new
wf94d89d,False,railway/sun_axeddylwawkspiuo,new,694.0,new
wf94d89d,False,tower/sun_avnkmtvvzgltezto,new,591.0,new
wf94d89d,False,downtown/sun_aljrvcabwnwkorml,new,640.0,new
wd1f3d18,True,ziggurat/sun_aiqkruqnfbmiiafv,new,1245.0,new
wd1f3d18,False,underwater/sun_ajbkjsrhukffyqix,old,959.0,new
wd1f3d18,False,waterfall/sun_acmlcxobalurtcmq,old,570.0,old
wd1f3d18,False,bookstore/sun_aibnpvhkdpdnzcnz,old,562.0,old
wd1f3d18,False,airport/sun_aojbxgadgjyajeaw,new,746.0,new
wd1f3d18,False,campsite/sun_agkgjmhhyqowlmdm,old,550.0,old
wd1f3d18,False,campsite/sun_agjhcohmxuuaimig,new,659.0,new
wd1f3d18,False,downtown/sun_bctdtcqciqgupefg,old,672.0,old
wd1f3d18,False,kitchen/sun_aibgyrlkgcnwvhxl,new,654.0,old
wd1f3d18,False,temple/sun_ahuwbjbhgegvnlsq,new,814.0,new
wd1f3d18,False,airport/sun_aelkzcvlquyyzxlu,old,748.0,old
wd1f3d18,False,greenhouse/sun_bmzsunjewvlfjojq,new,676.0,new
wd1f3d18,False,street/sun_avxrcniddstcuuuc,new,584.0,new
wd1f3d18,False,computerroom/sun_akbfsjykwgllwszc,new,536.0,new
wd1f3d18,False,sky/sun_alpjwwozdavjucpu,new,484.0,new
wd1f3d18,False,railway/sun_aqddawzjzkqycxjc,new,468.0,new
wd1f3d18,False,gym/sun_akecysmtkjijrbqr,old,700.0,old
wd1f3d18,False,grocery/sun_acmmgshfrxgopxlk,new,480.0,new
wd1f3d18,False,volcano/sun_atcuupfdqteblxpx,new,478.0,new
wd1f3d18,False,greenhouse/sun_apjhtwdcpezmnlze,old,922.0,new
wd1f3d18,False,kitchen/sun_ajmwiafzffjerzeb,old,1019.0,old
wd1f3d18,False,restaurant/sun_anyzuaevahatwgti,new,817.0,new
wd1f3d18,False,forest/sun_akxbwsrgnuadikod,old,856.0,old
wd1f3d18,False,sky/sun_agpvigtqjmmxbzwp,old,994.0,old
wd1f3d18,False,computerroom/sun_adsueslplqfnwvqd,old,667.0,old
wd1f3d18,False,laundryroom/sun_dftejcrhqzltgvmr,old,1420.0,old
wd1f3d18,False,subway/sun_agpnhsuccwnvcjwe,old,928.0,old
wd1f3d18,False,underwater/sun_aktxgxoebrjkepur,new,631.0,new
wd1f3d18,False,ranch/sun_ajxvkybqisznlxgg,old,658.0,new
wd1f3d18,False,bookstore/sun_afhaekubmjvpmvre,new,749.0,new
wd1f3d18,False,skiresort/sun_adyplaxglzqyoynb,new,531.0,new
wd1f3d18,False,forest/sun_augxrcssyuvvueda,new,647.0,new
wd1f3d18,False,footballfield/sun_bytuhfnudnbsojli,new,545.0,new
wd1f3d18,False,downtown/sun_bshiuzzrrjsniwbh,new,699.0,new
wd1f3d18,False,river/sun_advruofhmqeyqmbx,old,620.0,new
wd1f3d18,False,windmill/sun_acijpcruwskdzwbx,new,476.0,new
wd1f3d18,False,house/sun_awvfftwqwfbjqmmu,old,506.0,new
wd1f3d18,False,shoppingmall/sun_aqmgjlthiepxfbtd,old,579.0,old
wd1f3d18,False,musuem/sun_ayrwspiydnlwhouo,old,535.0,new
wd1f3d18,False,theater/sun_atelpfsrkdqaoyph,new,630.0,new
wd1f3d18,False,beach/sun_aawqdbpihmlbwyyn,old,597.0,old
wd1f3d18,False,laundryroom/sun_aamwlajirwqjrbun,new,617.0,new
