wid,word,image,practice,block,typing_rt,response,type_time,rt,response_type,judgement,correct,pretest_accuracy,strength
w7e158ee,horse,../static/stimuli/images/castle/sun_apbjjqvsvrybtdua.jpg,FALSE,0,621.9000000059605,NA,0,621.9000000059605,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,potato,../static/stimuli/images/garage/sun_dswqerijtizeqkhu.jpg,FALSE,0,809.7999999970198,NA,0.10000000894069672,809.7999999970198,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,bird,../static/stimuli/images/windmill/sun_aagvxopinmvnjsdt.jpg,FALSE,0,778.0999999940395,NA,0,778.0999999940395,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,jeans,../static/stimuli/images/restaurant/sun_adozleohzzjtcftc.jpg,FALSE,0,644.7000000029802,NA,0,644.7000000029802,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,snake,../static/stimuli/images/underwater/sun_aktxgxoebrjkepur.jpg,FALSE,0,2063.0999999940395,snake,3460.29999999702,2063.0999999940395,correct,1,TRUE,1,2.640514141826568
w7e158ee,bone,../static/stimuli/images/theater/sun_augboomebjfniikq.jpg,FALSE,0,967.2999999970198,NA,0,967.2999999970198,empty,2,FALSE,0,-0.4350112991110799
w7e158ee,egg,../static/stimuli/images/river/sun_abktmmreusnujejq.jpg,FALSE,0,775.2999999970198,NA,0.10000000894069672,775.2999999970198,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,pig,../static/stimuli/images/gym/sun_agptlflfgabhuxym.jpg,FALSE,0,1614.2000000029802,pig,2397.29999999702,1614.2000000029802,correct,1,TRUE,1,2.5424264622793897
w7e158ee,volcano,../static/stimuli/images/vineyard/sun_adcctdabyxmhioeg.jpg,FALSE,0,640.7999999970198,NA,0,640.7999999970198,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,flower,../static/stimuli/images/forest/sun_abvrazjxgpqhvszy.jpg,FALSE,0,638.6999999880791,NA,0,638.6999999880791,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,nut,../static/stimuli/images/downtown/sun_aljrvcabwnwkorml.jpg,FALSE,0,610.7000000029802,NA,0,610.7000000029802,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,lawn,../static/stimuli/images/beach/sun_aabhqzsffoeycgje.jpg,FALSE,0,622.2000000029802,NA,0.10000000894069672,622.2000000029802,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,rabbit,../static/stimuli/images/greenhouse/sun_aqkjiolbtywtaxak.jpg,FALSE,0,718.5,NA,0,718.5,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,dog,../static/stimuli/images/footballfield/sun_bxvamckmwplxbzxz.jpg,FALSE,0,988.3999999910592,NA,0,988.3999999910592,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,bear,../static/stimuli/images/pool/sun_ammyodxmkwfauuzp.jpg,FALSE,0,2006.20000000298,NA,0,2006.20000000298,empty,2,FALSE,0.5,-0.006686167802703509
w7e158ee,toilet,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,FALSE,0,1194.2999999970198,NA,0,1194.2999999970198,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,bag,../static/stimuli/images/grocery/sun_ahmoznrxomkgrris.jpg,FALSE,0,2076.20000000298,bag,2103.5999999940395,2076.20000000298,correct,3,TRUE,1,1.5060118003772756
w7e158ee,sand,../static/stimuli/images/warehouse/sun_abdmrgvlsfpsgxyu.jpg,FALSE,0,934.5,NA,0.10000000894069672,934.5,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,heart,../static/stimuli/images/ziggurat/sun_aiqkruqnfbmiiafv.jpg,FALSE,0,706.2999999970198,NA,0,706.2999999970198,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,drink,../static/stimuli/images/laundryroom/sun_aloupfszgaghffll.jpg,FALSE,0,900.8000000119208,NA,0.09999999403953552,900.8000000119208,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,bed,../static/stimuli/images/shoppingmall/sun_asbknkxckcdqmjml.jpg,FALSE,0,623.7000000029802,NA,0,623.7000000029802,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,apple,../static/stimuli/images/waterfall/sun_acijjmbhzvfdnsrt.jpg,FALSE,0,645.5,NA,0,645.5,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,eye,../static/stimuli/images/computerroom/sun_adsueslplqfnwvqd.jpg,FALSE,0,687.9000000059605,NA,0,687.9000000059605,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,hay,../static/stimuli/images/kitchen/sun_aibgyrlkgcnwvhxl.jpg,FALSE,0,570.2999999970198,NA,0,570.2999999970198,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,truck,../static/stimuli/images/airport/sun_aelkzcvlquyyzxlu.jpg,FALSE,0,793.9000000059605,NA,0,793.9000000059605,empty,1,FALSE,0,-0.4350112991110799
w7e158ee,computer,../static/stimuli/images/roof/sun_aqhqmhidvlrpfhie.jpg,FALSE,0,616.5999999940395,NA,0,616.5999999940395,empty,1,FALSE,0,-0.4350112991110799
wb1ae13f,flower,../static/stimuli/images/auditorium/sun_alpteetxpjmjcejm.jpg,FALSE,0,3235.099999904633,NA,0.10000038146972656,3235.099999904633,empty,3,FALSE,0.5,-0.1793390587577218
wb1ae13f,bird,../static/stimuli/images/sky/sun_abbtimwgskvvaeps.jpg,FALSE,0,2737.300000190735,NA,0.09999990463256836,2737.300000190735,empty,2,FALSE,0,-0.7790604778653214
wb1ae13f,bag,../static/stimuli/images/river/sun_aiazxjumlgdcrfpn.jpg,FALSE,0,9133.700000286102,NA,0.09999990463256836,9133.700000286102,empty,4,FALSE,0.5,-0.3414711124995388
wb1ae13f,fence,../static/stimuli/images/shoppingmall/sun_aradyzjpmslqqakf.jpg,FALSE,0,9893.800000190737,fence,1292.9000000953674,9893.800000190737,correct,4,TRUE,0,-0.7790604778653214
wb1ae13f,ear,../static/stimuli/images/vineyard/sun_aicvecccjhfzcjnt.jpg,FALSE,0,3666.900000095367,NA,4365.900000095367,3666.900000095367,empty,2,FALSE,0,-0.7790604778653214
wb1ae13f,candle,../static/stimuli/images/ranch/sun_ajrpvgxcgeblwooh.jpg,FALSE,0,6389,NA,0,6389,empty,1,FALSE,0.5,-0.4415310136156098
wb1ae13f,bee,../static/stimuli/images/railway/sun_asgcpxncztcqwiyz.jpg,FALSE,0,1957.5,NA,0,1957.5,empty,1,FALSE,0,-0.7790604778653214
wb1ae13f,pig,../static/stimuli/images/tenniscourt/sun_avbthoqreldjpsco.jpg,FALSE,0,2811.099999904633,pig,670.5,2811.099999904633,correct,3,TRUE,0,-0.7790604778653214
wb1ae13f,rabbit,../static/stimuli/images/computerroom/sun_azkmsfiuzzekamsy.jpg,FALSE,0,7193.699999809265,NA,0.10000038146972656,7193.699999809265,empty,2,FALSE,0,-0.7790604778653214
wb1ae13f,hay,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,FALSE,0,6102.39999961853,NA,0.10000038146972656,6102.39999961853,empty,4,FALSE,0.5,-0.2467298689297077
wb1ae13f,bed,../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg,FALSE,0,1007,NA,0,1007,empty,1,FALSE,0.5,-0.2787391570388632
wb1ae13f,toilet,../static/stimuli/images/warehouse/sun_aadtsgkouwrqwvwl.jpg,FALSE,0,4647.699999809265,NA,0.09999990463256836,4647.699999809265,empty,1,FALSE,0,-0.7790604778653214
wb1ae13f,bread,../static/stimuli/images/roof/sun_awskptrfuzjyjwes.jpg,FALSE,0,1892.1999998092651,bread,746.9000000953674,1892.1999998092651,correct,5,TRUE,1,0.3885266412865578
wb1ae13f,duck,../static/stimuli/images/underwater/sun_ajzucqttdjcknlvx.jpg,FALSE,0,874.8000001907349,duck,527,874.8000001907349,correct,5,TRUE,1,2.868999777592338
wb1ae13f,cake,../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg,FALSE,0,6131,cake,721.6999998092651,6131,correct,3,TRUE,0.5,-0.13926435037560322
wb1ae13f,drink,../static/stimuli/images/house/sun_aangbuylfvckqqoo.jpg,FALSE,0,3497.199999809265,drink,960.4000000953674,3497.199999809265,correct,2,TRUE,1,1.1727502471719244
wb1ae13f,milk,../static/stimuli/images/laundryroom/sun_aamwlajirwqjrbun.jpg,FALSE,0,1628.5999999046326,NA,0,1628.5999999046326,empty,2,FALSE,0.5,-0.5534823201255695
wb1ae13f,computer,../static/stimuli/images/campsite/sun_arwteuvpegqctvcg.jpg,FALSE,0,2461.2999997138977,computer,1294.9000000953674,2461.2999997138977,correct,5,TRUE,1,1.467576299444621
wb1ae13f,volcano,../static/stimuli/images/gym/sun_akecysmtkjijrbqr.jpg,FALSE,0,980.4000000953674,volcano,2834.5,980.4000000953674,correct,4,TRUE,1,1.3921190165681618
wb1ae13f,sand,../static/stimuli/images/subway/sun_apsbdxitmzdgpeyn.jpg,FALSE,0,978.4000000953674,sand,604.5999999046326,978.4000000953674,correct,5,TRUE,1,1.4121065455262698
wb1ae13f,heart,../static/stimuli/images/garage/sun_dfvgejtxiljzbywb.jpg,FALSE,0,1220.5,NA,0,1220.5,empty,2,FALSE,0.5,0.12053208223656924
wb1ae13f,window,../static/stimuli/images/street/sun_aaeluqrkikjbtquv.jpg,FALSE,0,1611.5,window,1295.9000000953674,1611.5,correct,5,TRUE,1,0.822928559707855
wb1ae13f,cat,../static/stimuli/images/temple/sun_asirkyjruyeentuc.jpg,FALSE,0,2095.5,cat,580.7999997138977,2095.5,correct,5,TRUE,1,0.6157542627633736
wb1ae13f,jeans,../static/stimuli/images/kitchen/sun_axvexejcndazoqxl.jpg,FALSE,0,2163,NA,0,2163,empty,3,FALSE,0.5,0.09199112418982784
wb1ae13f,lawn,../static/stimuli/images/pool/sun_amnkmeojepioccty.jpg,FALSE,0,1658.6999998092651,NA,0,1658.6999998092651,empty,2,FALSE,0.5,-0.4404469455882891
wb1ae13f,hat,../static/stimuli/images/skiresort/sun_aewjqygtlkyracri.jpg,FALSE,0,1215.3000001907349,NA,0,1215.3000001907349,empty,2,FALSE,0,-0.7790604778653214
wb1ae13f,bear,../static/stimuli/images/volcano/sun_amntiizmakyntrnx.jpg,FALSE,0,5320.099999904633,NA,0,5320.099999904633,empty,1,FALSE,0,-0.7790604778653214
wb1ae13f,lion,../static/stimuli/images/restaurant/sun_advrksojohxolufo.jpg,FALSE,0,4965.099999904633,lion,874.9000000953674,4965.099999904633,correct,3,TRUE,0.5,-0.18747538211901332
wb1ae13f,potato,../static/stimuli/images/forest/sun_almbxcurjahdxery.jpg,FALSE,0,2401.699999809265,NA,0,2401.699999809265,empty,2,FALSE,0,-0.7790604778653214
wb1ae13f,nut,../static/stimuli/images/airport/sun_aajqjnzswlmdcmyl.jpg,FALSE,0,8093.099999904633,NA,0,8093.099999904633,empty,2,FALSE,0,-0.7790604778653214
wb1ae13f,egg,../static/stimuli/images/waterfall/sun_bbvrdmjbnzoaqrmp.jpg,FALSE,0,880.3000001907349,NA,0.19999980926513672,880.3000001907349,empty,1,FALSE,0,-0.7790604778653214
wb1ae13f,dog,../static/stimuli/images/footballfield/sun_aedcjgjztgoialpm.jpg,FALSE,0,2279.900000095367,dog,484.40000009536743,2279.900000095367,correct,5,TRUE,0.5,0.15327406583073963
wb1ae13f,bone,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,FALSE,0,1289.8000001907349,NA,0,1289.8000001907349,empty,2,FALSE,0.5,-0.3296789058048023
wb1ae13f,snake,../static/stimuli/images/tower/sun_akmnewliaqefdugs.jpg,FALSE,0,1036,snake,1188.5,1036,correct,5,TRUE,1,3.0243386402138226
wb1ae13f,puzzle,../static/stimuli/images/musuem/sun_agblrnoilxeknben.jpg,FALSE,0,7003.900000095367,puzzle,1149.4000000953674,7003.900000095367,correct,5,TRUE,0,-0.7790604778653214
wb1ae13f,horse,../static/stimuli/images/castle/sun_anlbycxbwyapqbza.jpg,FALSE,0,1366.5,horse,1413.0999999046326,1366.5,correct,4,TRUE,0.5,0.5141075424371684
wb1ae13f,apple,../static/stimuli/images/windmill/sun_alrghzshdjgnywto.jpg,FALSE,0,2582.699999809265,NA,0.09999990463256836,2582.699999809265,empty,1,FALSE,0,-0.7790604778653214
w7491c37,ear,../static/stimuli/images/sky/sun_aczjsyhtqawbyyer.jpg,FALSE,0,982.600000023842,NA,0,982.600000023842,empty,1,FALSE,0,-0.5400602120639156
w7491c37,bread,../static/stimuli/images/tower/sun_aqbekeygojzsbcsp.jpg,FALSE,0,1014.600000023842,NA,0,1014.600000023842,empty,1,FALSE,0,-0.5400602120639156
w7491c37,sand,../static/stimuli/images/bookstore/sun_aibnpvhkdpdnzcnz.jpg,FALSE,0,894.3999999761581,NA,0,894.3999999761581,empty,1,FALSE,0,-0.5400602120639156
w7491c37,bee,../static/stimuli/images/subway/sun_axdrpmtfwsncbewy.jpg,FALSE,0,2758.399999976158,cat,968.2999999523164,2758.399999976158,intrusion,3,FALSE,0,-0.5400602120639156
w7491c37,egg,../static/stimuli/images/underwater/sun_asqdtehokuizoxnq.jpg,FALSE,0,1318.6999999284744,egg,592.3000000715256,1318.6999999284744,correct,5,TRUE,1,2.054105073500358
w7491c37,lawn,../static/stimuli/images/airport/sun_aqytxlpqgdgggfum.jpg,FALSE,0,1574.3000000715256,field,881,1574.3000000715256,other,3,FALSE,0,-0.5400602120639156
w7491c37,duck,../static/stimuli/images/skiresort/sun_aczexzwhbzruewdm.jpg,FALSE,0,1084.2999999523165,NA,0.10000002384185792,1084.2999999523165,empty,1,FALSE,0,-0.5400602120639156
w7491c37,milk,../static/stimuli/images/restaurant/sun_advrksojohxolufo.jpg,FALSE,0,854.2999999523163,NA,0,854.2999999523163,empty,1,FALSE,0,-0.5400602120639156
w7491c37,snake,../static/stimuli/images/ranch/sun_amqejeymhjlanyvr.jpg,FALSE,0,854.4000000953674,NA,0,854.4000000953674,empty,1,FALSE,0,-0.5400602120639156
w7491c37,hay,../static/stimuli/images/vineyard/sun_aokkqrsxsvimuubo.jpg,FALSE,0,1326.399999976158,hay,552.3000000715256,1326.399999976158,correct,3,TRUE,0.5,0.9301742170167538
w7491c37,computer,../static/stimuli/images/river/sun_aahjsajmsehqtuox.jpg,FALSE,0,2022.7000000476835,NA,0,2022.7000000476835,empty,1,FALSE,0,-0.5400602120639156
w7491c37,cat,../static/stimuli/images/house/sun_afejjgypgnszvwza.jpg,FALSE,0,1982.5,cat,600.3999999761581,1982.5,correct,3,TRUE,1,1.3616699427434231
w7491c37,eye,../static/stimuli/images/downtown/sun_bzwgvgvsqqpbjfwc.jpg,FALSE,0,1022,NA,0,1022,empty,1,FALSE,0,-0.5400602120639156
w7491c37,puzzle,../static/stimuli/images/shoppingmall/sun_asbknkxckcdqmjml.jpg,FALSE,0,870,NA,0,870,empty,1,FALSE,0,-0.5400602120639156
w7491c37,window,../static/stimuli/images/campsite/sun_ahvodfpzghaczear.jpg,FALSE,0,750.8999999761581,NA,0,750.8999999761581,empty,1,FALSE,0,-0.5400602120639156
w7491c37,truck,../static/stimuli/images/garage/sun_dqhbnkldvcwhjinp.jpg,FALSE,0,790.5,NA,0,790.5,empty,1,FALSE,0,-0.5400602120639156
w7491c37,toilet,../static/stimuli/images/auditorium/sun_aiheutdgogkujwri.jpg,FALSE,0,806.3999999761581,NA,1943.899999976158,806.3999999761581,empty,1,FALSE,0,-0.5400602120639156
w7491c37,hat,../static/stimuli/images/footballfield/sun_afihcbvbdxmnexyh.jpg,FALSE,0,990.2000000476836,NA,0.10000002384185792,990.2000000476836,empty,1,FALSE,0,-0.5400602120639156
w7491c37,pig,../static/stimuli/images/theater/sun_alttxbnfjyibouth.jpg,FALSE,0,1630.2999999523165,pig,632,1630.2999999523165,correct,4,TRUE,1,1.8650859931243944
w7491c37,nut,../static/stimuli/images/beach/sun_aaapvfgggrgorgox.jpg,FALSE,0,1006.2000000476836,NA,0,1006.2000000476836,empty,1,FALSE,0,-0.5400602120639156
w7491c37,flower,../static/stimuli/images/ziggurat/fig1.png,FALSE,0,870.1999999284744,NA,0,870.1999999284744,empty,1,FALSE,0,-0.5400602120639156
w7491c37,apple,../static/stimuli/images/warehouse/sun_aboqyhgpfgwxwmut.jpg,FALSE,0,782.5,NA,0,782.5,empty,1,FALSE,0,-0.5400602120639156
w7491c37,cake,../static/stimuli/images/musuem/sun_axbkhklgdaevqxyj.jpg,FALSE,0,695,NA,0,695,empty,1,FALSE,0,-0.5400602120639156
w7491c37,heart,../static/stimuli/images/street/sun_avddlmbtwpvlxdol.jpg,FALSE,0,678.7000000476837,NA,0.09999990463256836,678.7000000476837,empty,1,FALSE,0,-0.5400602120639156
w7491c37,bag,../static/stimuli/images/volcano/sun_alxwigenocbauhzw.jpg,FALSE,0,1318.399999976158,bag,496.2000000476837,1318.399999976158,correct,5,TRUE,1,2.12451435849778
w7491c37,bed,../static/stimuli/images/railway/sun_alhsawcptyqiooss.jpg,FALSE,0,894.3999999761581,NA,0.10000002384185792,894.3999999761581,empty,1,FALSE,0,-0.5400602120639156
w7491c37,bear,../static/stimuli/images/pool/sun_aexdaltifheurhfa.jpg,FALSE,0,710.2999999523163,NA,0,710.2999999523163,empty,1,FALSE,0,-0.5400602120639156
w7491c37,fence,../static/stimuli/images/laundryroom/sun_aenyfwnevttqnhhe.jpg,FALSE,0,734.7999999523163,NA,0.10000002384185792,734.7999999523163,empty,1,FALSE,0,-0.5400602120639156
w7491c37,horse,../static/stimuli/images/roof/sun_aqxzijexicadnjja.jpg,FALSE,0,1239.100000023842,horse,1024.399999976158,1239.100000023842,correct,5,TRUE,1,2.22254963323334
w7491c37,lion,../static/stimuli/images/kitchen/sun_aibgyrlkgcnwvhxl.jpg,FALSE,0,710.2000000476837,NA,0,710.2000000476837,empty,1,FALSE,0,-0.5400602120639156
w7491c37,dog,../static/stimuli/images/greenhouse/sun_bncgstrupskxwget.jpg,FALSE,0,1278.2000000476835,dog,608.3999999761581,1278.2000000476835,correct,5,TRUE,1,2.1975093222722863
w7491c37,volcano,../static/stimuli/images/castle/sun_aieefrkagxyksfuj.jpg,FALSE,0,1798.5,volcano,1800.0999999046326,1798.5,correct,3,TRUE,0.5,0.7740031955948602
w7491c37,potato,../static/stimuli/images/temple/sun_apdrdxoeskjgfrbj.jpg,FALSE,0,774.8999999761581,NA,0,774.8999999761581,empty,1,FALSE,0,-0.5400602120639156
w7491c37,bone,../static/stimuli/images/waterfall/sun_amyxrbqiudksvqun.jpg,FALSE,0,478.89999997615814,NA,0.10000002384185792,478.89999997615814,empty,1,FALSE,0,-0.5400602120639156
w7491c37,rabbit,../static/stimuli/images/forest/sun_akxbwsrgnuadikod.jpg,FALSE,0,1558.1999999284744,bear#,896.2000000476837,1558.1999999284744,intrusion,3,FALSE,0,-0.5400602120639156
w7491c37,bird,../static/stimuli/images/gym/sun_awstzxompuovdfck.jpg,FALSE,0,2134.7000000476837,bird,1071.899999976158,2134.7000000476837,correct,3,TRUE,1,1.5920742018064107
w7491c37,jeans,../static/stimuli/images/windmill/sun_acijpcruwskdzwbx.jpg,FALSE,0,885.2999999523163,NA,1248,885.2999999523163,empty,1,FALSE,0,-0.5400602120639156
wa803a43,dog,../static/stimuli/images/roof/sun_asrztwexxagrlhem.jpg,FALSE,0,1182.2999999523165,NA,0,1182.2999999523165,empty,1,FALSE,0,-0.5233514715072776
wa803a43,hay,../static/stimuli/images/skiresort/sun_adyplaxglzqyoynb.jpg,FALSE,0,1894.5,hay,1520.1000001430511,1894.5,correct,5,TRUE,1,1.9830469517888496
wa803a43,lawn,../static/stimuli/images/sky/sun_aboqqlnpqcqfghfo.jpg,FALSE,0,1166.5,NA,0,1166.5,empty,1,FALSE,0,-0.5233514715072776
wa803a43,bird,../static/stimuli/images/airport/sun_aelkzcvlquyyzxlu.jpg,FALSE,0,1621.5,bird,1912.0999999046328,1621.5,correct,5,TRUE,1,2.112167621033242
wa803a43,bag,../static/stimuli/images/garage/sun_danujvtkymldhxqn.jpg,FALSE,0,1284.8999998569489,NA,0.10000014305114746,1284.8999998569489,empty,1,FALSE,0,-0.5233514715072776
wa803a43,pig,../static/stimuli/images/tenniscourt/sun_awnhgqbxdcyrgqvn.jpg,FALSE,0,1062.3999998569489,NA,0.10000014305114746,1062.3999998569489,empty,1,FALSE,0,-0.5233514715072776
wa803a43,sand,../static/stimuli/images/street/sun_aadhshmrjrbucdky.jpg,FALSE,0,1046.7999999523165,NA,0,1046.7999999523165,empty,1,FALSE,0,-0.5233514715072776
wa803a43,duck,../static/stimuli/images/kitchen/sun_akzumputqvdvtqbq.jpg,FALSE,0,2062.599999904633,duck,1784.2999999523165,2062.599999904633,correct,3,TRUE,0.5,0.7134031714279556
wa803a43,door,../static/stimuli/images/vineyard/sun_axkbfhmkopqemnsq.jpg,FALSE,0,1653.5,NA,360.30000019073486,1653.5,empty,1,FALSE,0,-0.5233514715072776
wa803a43,nut,../static/stimuli/images/temple/sun_aapfmtbuxevwbxck.jpg,FALSE,0,1358.2999999523165,NA,0,1358.2999999523165,empty,1,FALSE,0,-0.5233514715072776
wa803a43,bee,../static/stimuli/images/warehouse/sun_ainoacwsquefrlbr.jpg,FALSE,0,1638.4000000953674,bee,1383.7999999523165,1638.4000000953674,correct,2,TRUE,1,1.5171123533778186
wa803a43,heart,../static/stimuli/images/downtown/sun_acbmuljpyqdcboxt.jpg,FALSE,0,1710.4000000953674,heart,1888,1710.4000000953674,correct,3,TRUE,1,2.064356255098242
wa803a43,hat,../static/stimuli/images/castle/sun_alevmcaohaqqwlic.jpg,FALSE,0,1238.5999999046326,NA,0,1238.5999999046326,empty,1,FALSE,0,-0.5233514715072776
wa803a43,truck,../static/stimuli/images/greenhouse/sun_apjhtwdcpezmnlze.jpg,FALSE,0,958.5999999046326,NA,0,958.5999999046326,empty,1,FALSE,0,-0.5233514715072776
wa803a43,cake,../static/stimuli/images/bookstore/sun_azkcgugtqfaunxwq.jpg,FALSE,0,1910.4000000953672,NA,0,1910.4000000953672,empty,1,FALSE,0,-0.5233514715072776
wa803a43,bread,../static/stimuli/images/grocery/sun_agipdkpovnqrcsgh.jpg,FALSE,0,1319.7000000476835,NA,0,1319.7000000476835,empty,1,FALSE,0,-0.5233514715072776
wa803a43,milk,../static/stimuli/images/railway/sun_axeddylwawkspiuo.jpg,FALSE,0,878,NA,0,878,empty,1,FALSE,0,-0.5233514715072776
wa803a43,ear,../static/stimuli/images/ziggurat/sun_apdphtulomykrqoa.jpg,FALSE,0,791.5999999046326,NA,0,791.5999999046326,empty,1,FALSE,0,-0.5233514715072776
wa803a43,window,../static/stimuli/images/tower/sun_akmnewliaqefdugs.jpg,FALSE,0,1014.3000001907347,NA,0,1014.3000001907347,empty,1,FALSE,0,-0.5233514715072776
wa803a43,potato,../static/stimuli/images/theater/sun_acehmgvyiimdorgz.jpg,FALSE,0,790.5999999046326,NA,0,790.5999999046326,empty,1,FALSE,0,-0.5233514715072776
wa803a43,puzzle,../static/stimuli/images/campsite/sun_agjhcohmxuuaimig.jpg,FALSE,0,790.5,NA,0.09999990463256836,790.5,empty,1,FALSE,0,-0.5233514715072776
wa803a43,drink,../static/stimuli/images/restaurant/sun_aiyfhlpenzexmqoi.jpg,FALSE,0,1542.7999999523165,drink,1863.4000000953672,1542.7999999523165,correct,5,TRUE,1,2.4203579497949335
wa803a43,lion,../static/stimuli/images/beach/sun_acbeypdvskqxwbrf.jpg,FALSE,0,1255.2999999523165,NA,447.90000009536743,1255.2999999523165,empty,2,FALSE,0,-0.5233514715072776
wa803a43,candle,../static/stimuli/images/footballfield/sun_bxvamckmwplxbzxz.jpg,FALSE,0,966.5999999046326,NA,0,966.5999999046326,empty,1,FALSE,0,-0.5233514715072776
wa803a43,horse,../static/stimuli/images/shoppingmall/sun_ayhhurcrocmglxyx.jpg,FALSE,0,871,NA,0.09999990463256836,871,empty,1,FALSE,0,-0.5233514715072776
wa803a43,egg,../static/stimuli/images/waterfall/sun_acmlcxobalurtcmq.jpg,FALSE,0,750.3000001907349,NA,0,750.3000001907349,empty,1,FALSE,0,-0.5233514715072776
wa803a43,toilet,../static/stimuli/images/laundryroom/sun_dgpgttfvjctszkzz.jpg,FALSE,0,2278.7999999523163,toilet,1328.2000000476835,2278.7999999523163,correct,5,TRUE,0.5,0.23229202131179452
wa803a43,flower,../static/stimuli/images/auditorium/sun_amnlhuknqqtssrhl.jpg,FALSE,0,742.1000001430511,NA,0,742.1000001430511,empty,1,FALSE,0,-0.5233514715072776
wa803a43,eye,../static/stimuli/images/pool/sun_aelfhlyhvuglfcha.jpg,FALSE,0,1014.5,NA,0,1014.5,empty,1,FALSE,0,-0.5233514715072776
wa803a43,fence,../static/stimuli/images/gym/sun_awstzxompuovdfck.jpg,FALSE,0,877.4000000953674,NA,0,877.4000000953674,empty,1,FALSE,0,-0.5233514715072776
wa803a43,bear,../static/stimuli/images/house/sun_aahrslvfecptaudk.jpg,FALSE,0,942.1999998092653,NA,0,942.1999998092653,empty,1,FALSE,0,-0.5233514715072776
wa803a43,rabbit,../static/stimuli/images/river/sun_aiazxjumlgdcrfpn.jpg,FALSE,0,790.2000000476837,1,208.29999995231628,790.2000000476837,empty,1,FALSE,0,-0.5233514715072776
wa803a43,bed,../static/stimuli/images/ranch/sun_airsfxbouimobamd.jpg,FALSE,0,806.1000001430511,NA,0,806.1000001430511,empty,1,FALSE,0,-0.5233514715072776
wa803a43,apple,../static/stimuli/images/windmill/sun_alrghzshdjgnywto.jpg,FALSE,0,1645.7999999523165,apple,1040.7000000476835,1645.7999999523165,correct,5,TRUE,1,2.270789602316392
wa803a43,bone,../static/stimuli/images/forest/sun_augxrcssyuvvueda.jpg,FALSE,0,942.5,NA,0,942.5,empty,1,FALSE,0,-0.5233514715072776
wa803a43,volcano,../static/stimuli/images/musuem/sun_alsgupdkmpsptlos.jpg,FALSE,0,815.5,NA,0,815.5,empty,1,FALSE,0,-0.5233514715072776
wa803a43,snake,../static/stimuli/images/computerroom/sun_aknbqkyjmltzjpuf.jpg,FALSE,0,1726.1999998092651,snake,1376,1726.1999998092651,correct,5,TRUE,1,1.3403152760545678
w8fe0d99,nut,../static/stimuli/images/sky/sun_alpjwwozdavjucpu.jpg,FALSE,0,4390.89999999851,earth,1484.199999999255,4390.89999999851,other,2,FALSE,0,-0.5939547852807977
w8fe0d99,cat,../static/stimuli/images/underwater/sun_axctpftepdlenuoo.jpg,FALSE,0,1149.199999999255,cat,2575.89999999851,1149.199999999255,correct,5,TRUE,1,1.5466888517844941
w8fe0d99,sand,../static/stimuli/images/kitchen/sun_aovnyfewezfmgwke.jpg,FALSE,0,2196.60000000149,NA,0.09999999776482582,2196.60000000149,empty,1,FALSE,0,-0.5939547852807977
w8fe0d99,lawn,../static/stimuli/images/greenhouse/sun_bmkhcqoxkpbmqplr.jpg,FALSE,0,1211.9000000022352,NA,0,1211.9000000022352,empty,1,FALSE,0,-0.5939547852807977
w8fe0d99,computer,../static/stimuli/images/shoppingmall/sun_avicxzccipgymejx.jpg,FALSE,0,1305.199999999255,NA,0.1999999992549419,1305.199999999255,empty,1,FALSE,0,-0.5939547852807977
w8fe0d99,bird,../static/stimuli/images/castle/sun_alevmcaohaqqwlic.jpg,FALSE,0,1545.2000000029802,NA,0.09999999776482582,1545.2000000029802,empty,1,FALSE,0,-0.5939547852807977
w8fe0d99,pig,../static/stimuli/images/tower/sun_amsimjdbtzyefqbh.jpg,FALSE,0,1171.800000000745,pig,798.1000000014901,1171.800000000745,correct,5,TRUE,1,1.4767025570902967
w8fe0d99,snake,../static/stimuli/images/bookstore/sun_aauabdbreuzsnnrv.jpg,FALSE,0,1411.800000000745,NA,0.09999999776482582,1411.800000000745,empty,1,FALSE,0,-0.5939547852807977
